Template,TemplateID
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-C-C(=O)-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],5466
[C:3]/[C:4]=[C:5](\[F;D1;H0:6])-[CH;D3;+0:7](-[OH;D1;+0:8])-[C;H0;D2;+0:2]#[C;D1;H1:1]>>[C;D1;H1:1]#[CH;D1;+0:2].[C:3]/[C:4]=[C:5](\[F;D1;H0:6])-[CH;D2;+0:7]=[O;H0;D1;+0:8],5467
[#7;a:2]:[cH;D2;+0:1]:[c:3]-[C:4](-[#8:5])=[O;D1;H0:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6],5468
[#16;a:3]:[c:4]:[c:5]:[n;H0;D3;+0:6](:[c:7])-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[#16;a:3]:[c:4]:[c:5]:[nH;D2;+0:6]:[c:7],5469
[C;D1;H3:2]-[S;H0;D4;+0:1](=[O;D1;H0:3])(=[O;D1;H0:4])-[NH;D2;+0:5]-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[NH2;D1;+0:5]-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],5470
[#8:4]-[C:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](-[C:8](-[#8:9])=[O;D1;H0:10])=[C;H0;D3;+0:1](-[C:2])-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3].[#8:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[C:8](-[#8:9])=[O;D1;H0:10],5471
[C:4]-[C;H0;D3;+0:3](=[O;D1;H0:5])-[N;H0;D3;+0:6](-[c:7])-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].Cl-[C;H0;D3;+0:3](-[C:4])=[O;D1;H0:5].[NH2;D1;+0:6]-[c:7],5472
[#8;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C;D1;H3:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#8;a:5].[C;D1;H3:6]-[NH2;D1;+0:7],5473
[C:4]-[CH;D3;+0:5](-[C:6])-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[C@@H;D3;+0:5](-[C:6])-[NH2;D1;+0:7],5474
[#7;a:4]:[c:5]:[n;H0;D3;+0:6](:[c:7]-[C:8]=[O;D1;H0:9])-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>I-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[#7;a:4]:[c:5]:[nH;D2;+0:6]:[c:7]-[C:8]=[O;D1;H0:9],5475
[#7;a:2]:[nH;D2;+0:1]:[c:3]>>C-C(=O)-[n;H0;D3;+0:1](:[#7;a:2]):[c:3],5476
[#8:4]-[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[C:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#8:4].[C:5]-[NH2;D1;+0:6],5477
[O;D1;H0:1]=[C:2](-[O;D1;H1:3])-[CH;D3;+0:4](-[c:5])-[CH2;D2;+0:6]-[c:7]>>[O;D1;H0:1]=[C:2](-[O;D1;H1:3])/[C;H0;D3;+0:4](-[c:5])=[CH;D2;+0:6]\[c:7],5478
[#16;a:3]:[c:2](:[#7;a:4])-[CH2;D2;+0:1]-[n;H0;D3;+0:8](:[c:9]):[c:7]:[c:6]:[#7;a:5]>>Br-[CH2;D2;+0:1]-[c:2](:[#16;a:3]):[#7;a:4].[#7;a:5]:[c:6]:[c:7]:[nH;D2;+0:8]:[c:9],5479
[C:3]-[N;H0;D3;+0:4](-[C:5]=[O;D1;H0:6])-[CH2;D2;+0:1]-[C;D1;H3:2]>>I-[CH2;D2;+0:1]-[C;D1;H3:2].[C:3]-[NH;D2;+0:4]-[C:5]=[O;D1;H0:6],5480
[#7;a:2]:[c;H0;D3;+0:1](:[c:3]-[C:4](-[#8:5])=[O;D1;H0:6])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6].O-B(-O)-[c;H0;D3;+0:7](:[c:8]):[c:9],5481
[#8:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6])-O-C-1(-C)-C.I-[c;H0;D3;+0:7](:[c:8]):[c:9],5482
[#7;a:4]:[c:3]:[nH;D2;+0:1]:[#7;a:2]>>C-O-c1:c:c:c(-C-[n;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4]):c:c:1,5483
[#8:4]-[C:5](=[O;D1;H0:6])-[N;H0;D3;+0:7](-[C:8])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[NH;D2;+0:7]-[C:8],5484
[#7;a:4]:[c:3]:[#7;a:2]:[c;H0;D3;+0:1](:[c:5]:[#7;a:6])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>Br-[c;H0;D3;+0:1](:[#7;a:2]:[c:3]:[#7;a:4]):[c:5]:[#7;a:6].C-C1(-C)-O-B(-[c;H0;D3;+0:7](:[c:8]):[c:9])-O-C-1(-C)-C,5485
[#8:4]-[C:3]-[C;H0;D3;+0:1](-[NH2;D1;+0:5])=[O;D1;H0:2]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#8:4].[NH3;D0;+0:5],5486
[#7;a:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5]1:[c:6]:[#8;a:7]:[#7;a:8]:[c:9]:1>>I-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[#7;a:4].I-[c;H0;D3;+0:5]1:[c:6]:[#8;a:7]:[#7;a:8]:[c:9]:1,5487
[#7:3]-[C:2](=[O;D1;H0:4])/[CH;D2;+0:1]=[CH;D2;+0:5]/[c:6]>>C-C-O-P(=O)(-O-C-C)-[CH2;D2;+0:1]-[C:2](-[#7:3])=[O;D1;H0:4].O=[CH;D2;+0:5]-[c:6],5488
[#16:1]-[NH;D2;+0:2]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[NH;D2;+0:4]-[C:3]>>[#16:1]-[NH2;D1;+0:2].[C:3]-[N;H0;D2;+0:4]=[C;H0;D2;+0:5]=[O;D1;H0:6],5489
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:4]-[c:5]1:[c:6]:[#7;a:7]:[#7;a:8]:[c:9]:1>>F-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[OH;D1;+0:4]-[c:5]1:[c:6]:[#7;a:7]:[#7;a:8]:[c:9]:1,5490
[C:10]-[NH;D2;+0:11]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7](-[N;D1;H2:8])=[O;D1;H0:9]>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1-[C:7](-[N;D1;H2:8])=[O;D1;H0:9].[C:10]-[NH2;D1;+0:11],5491
[#7;a:3]:[c:2](:[#7;a:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[C:5]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[#7;a:4].[C:5]-[OH;D1;+0:6],5492
[C:2]-[NH;D2;+0:3]-[CH3;D1;+0:1]>>O=[CH2;D1;+0:1].[C:2]-[NH2;D1;+0:3],5493
[#7;a:4]:[c:5]1:[c:6]:[#7;a:7]:[#7;a:8]:[n;H0;D3;+0:9]:1-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]1:[c:6]:[#7;a:7]:[#7;a:8]:[nH;D2;+0:9]:1,5494
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6]-[C:7](=[O;D1;H0:8])-[O;D1;H1:9],5495
[#7:2]-[C;H0;D3;+0:1](=[#7:3])-[NH;D2;+0:5]-[C:4]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[#7:3].[C:4]-[NH2;D1;+0:5],5496
[#7;a:5]:[c;H0;D3;+0:4](:[#7;a:6]:[#7;a:7])-[C;H0;D3;+0:1](=[C:2])-[C:3]>>C-C1(-C)-O-B(-[C;H0;D3;+0:1](=[C:2])-[C:3])-O-C-1(-C)-C.I-[c;H0;D3;+0:4](:[#7;a:5]):[#7;a:6]:[#7;a:7],5497
[N;D1;H2:12]-[c;H0;D3;+0:13]1:[n;H0;D2;+0:14]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3](:[c:4]):[c:5]):[c;H0;D3;+0:1](-[c;H0;D3;+0:6]2:[#7;a:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:2):[s;H0;D2;+0:15]:1>>Br-[CH;D3;+0:1](-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3](:[c:4]):[c:5])-[c;H0;D3;+0:6]1:[#7;a:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:1.[N;D1;H2:12]-[C;H0;D3;+0:13](-[NH2;D1;+0:14])=[S;H0;D1;+0:15],5498
[#7:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[C:6]>>[#7:1]-[C:2](=[O;D1;H0:3])-[CH;D2;+0:4]=[CH;D2;+0:5]-[C:6],5499
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:7](-[C;D1;H3:6])-[N;D1;H2:8]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[NH;D2;+0:7]-[N;D1;H2:8],5500
[#16;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[#8:6])-[C;D1;H3:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#16;a:5].[#8:6]-[NH;D2;+0:7]-[C;D1;H3:8],5501
[#7;a:3]:[c:2](-[CH2;D2;+0:1]-[N;H0;D3;+0:7](-[C:6])-[c:8]):[c:4]:[#8;a:5]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#8;a:5].[C:6]-[NH;D2;+0:7]-[c:8],5502
[c:7]-[S;H0;D2;+0:6]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#16;a:4]:[c:5]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#16;a:4]:[c:5]:1.[SH;D1;+0:6]-[c:7],5503
[C:3]-[N;H0;D3;+0:4](-[c:5])-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[C:3]-[NH;D2;+0:4]-[c:5],5504
[c:4]-[N;H0;D3;+0:5](-[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]-[NH;D2;+0:5]-[c:6],5505
[C:3]=[C:4]1\[#16:5]-[C:6](=[O;D1;H0:7])-[N;H0;D3;+0:8](-[CH2;D2;+0:1]-[C:2])-[C:9]-1=[O;D1;H0:10]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]=[C:4]1\[#16:5]-[C:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C:9]-1=[O;D1;H0:10],5506
[#7;a:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[#7;a:5]):[c:6],5507
[#8:1]-[CH;D3;+0:2](-[CH2;D2;+0:3]-[C:4])-[O;H0;D2;+0:9]-[C:8]-[C:6](-[#8:5])=[O;D1;H0:7]>>[#8:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[C:4].[#8:5]-[C:6](=[O;D1;H0:7])-[C:8]-[OH;D1;+0:9],5508
[#8;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#8;a:5].[C:6]-[NH2;D1;+0:7],5509
[C:4]=[C:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]=[C:5]-[NH2;D1;+0:6],5510
[#7;a:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[C;H0;D2;+0:6]#[C:5]>>I-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[#7;a:4].[C:5]#[CH;D1;+0:6],5511
[C;D1;H3:1]-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[C;D1;H3:4])-[CH;D3;+0:6](-[OH;D1;+0:5])-[c:7]>>[C;D1;H3:1]-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[C;D1;H3:4])-[Mg+].[O;H0;D1;+0:5]=[CH;D2;+0:6]-[c:7],5512
[O;D1;H0:5]=[C:4]-[#7:3]-[CH2;D2;+0:1]-[c:2]>>O-[CH;D3;+0:1](-[c:2])-[#7:3]-[C:4]=[O;D1;H0:5],5513
[#16;a:6]:[c:5]:[c:4]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[NH;D2;+0:10]-[c:9]:[#8;a:8]:[#7;a:7]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]:[c:5]:[#16;a:6].[#7;a:7]:[#8;a:8]:[c:9]-[NH2;D1;+0:10],5514
[#7;a:4]:[c:3](:[#7;a:5]:[#8;a:6])-[C;H0;D3;+0:1](-[C:2])=[N;H0;D2;+0:7]-[O;D1;H1:8]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3](:[#7;a:4]):[#7;a:5]:[#8;a:6].[NH2;D1;+0:7]-[O;D1;H1:8],5515
[C;D1;H3:4]-[O;H0;D2;+0:5]-[S;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[S;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C;D1;H3:4]-[OH;D1;+0:5],5516
[#7;a:4]:[c:3]:[c:2]-[CH3;D1;+0:1]>>O-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4],5517
[#16;a:4]:[c:3]:[nH;D2;+0:1]:[#7;a:2]>>C-C(-C)(-C)-O-C(=O)-[n;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#16;a:4],5518
[#7;a:5]:[c:4]:[c;H0;D3;+0:1](:[#7;a:2]:[#7;a:3])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[c;H0;D3;+0:1](:[#7;a:2]:[#7;a:3]):[c:4]:[#7;a:5].C-C1(-C)-O-B(-[c;H0;D3;+0:6](:[c:7]):[c:8])-O-C-1(-C)-C,5519
[O;D1;H0:7]=[C:6]/[C:5]=[CH;D2;+0:4]/[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[CH2;D1;+0:4]=[C:5]-[C:6]=[O;D1;H0:7],5520
[#16;a:6]:[c:7](:[#7;a:8])-[NH;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[#16;a:6]:[c:7](:[#7;a:8])-[NH2;D1;+0:9],5521
[C:4]#[C;H0;D2;+0:5]-[C;H0;D3;+0:1](=[C:2])-[F;D1;H0:3]>>Br-[C;H0;D3;+0:1](=[C:2])-[F;D1;H0:3].[C:4]#[CH;D1;+0:5],5522
[C:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:7]-[C:6]-[C:4](-[N;D1;H2:3])=[O;D1;H0:5]>>Br-[CH2;D2;+0:1]-[C:2].[N;D1;H2:3]-[C:4](=[O;D1;H0:5])-[C:6]-[SH;D1;+0:7],5523
[N;D1;H0:7]#[C;H0;D2;+0:6]-[c;H0;D3;+0:1]1:[#16;a:2]:[c:3]:[#7;a:4]:[c:5]:1>>Br-[c;H0;D3;+0:1]1:[#16;a:2]:[c:3]:[#7;a:4]:[c:5]:1.[Cu]-[C;H0;D2;+0:6]#[N;D1;H0:7],5524
[C:5]-[C@@H;D3;+0:4](-[C;D1;H3:6])-[CH2;D2;+0:3]-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].Cl-[CH2;D2;+0:3]-[CH;D3;+0:4](-[C:5])-[C;D1;H3:6],5525
[#16;a:1]:[c:2]-[NH;D2;+0:3]-[C;H0;D3;+0:4](=[O;D1;H0:5])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>[#16;a:1]:[c:2]-[N;H0;D2;+0:3]=[C;H0;D2;+0:4]=[O;D1;H0:5].[C:6]-[NH;D2;+0:7]-[C:8],5526
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[N;H0;D2;+0:6]-[O;D1;H1:7]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[O;D1;H1:7],5527
[C:2]=[C:3]-[C:4]-[O;H0;D2;+0:5]-[CH3;D1;+0:1]>>I-[CH3;D1;+0:1].[C:2]=[C:3]-[C:4]-[OH;D1;+0:5],5528
[#16;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:7]-[C:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#16;a:5].[C:6]-[NH2;D1;+0:7],5529
[#8:4]-[C:3](=[O;D1;H0:5])-[C@@H;D3;+0:1](-[C:2])-[O;H0;D2;+0:6]-[c:7]>>O-[C@@H;D3;+0:1](-[C:2])-[C:3](-[#8:4])=[O;D1;H0:5].[OH;D1;+0:6]-[c:7],5530
[#7;a:4]:[c:3]:[c:2]-[OH;D1;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;H0;D2;+0:1]-[c:2]:[c:3]:[#7;a:4],5531
[#7;a:3]:[c:4]1:[#7;a:5]:[c:6]:[n;H0;D3;+0:7](-[CH2;D2;+0:1]-[#8:2]):[c:8]:1>>Cl-[CH2;D2;+0:1]-[#8:2].[#7;a:3]:[c:4]1:[#7;a:5]:[c:6]:[nH;D2;+0:7]:[c:8]:1,5532
[C:4]-[NH;D2;+0:5]-[CH2;D2;+0:1]-[C:2]#[C:3]>>Br-[CH2;D2;+0:1]-[C:2]#[C:3].[C:4]-[NH2;D1;+0:5],5533
[#7;a:9]:[c:8](:[#7;a:10]):[c:7]:[c;H0;D3;+0:5](:[#7;a:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4])-O-C-1(-C)-C.Cl-[c;H0;D3;+0:5](:[#7;a:6]):[c:7]:[c:8](:[#7;a:9]):[#7;a:10],5534
[#7;a:4]1:[c:5]:[cH;D2;+0:1]:[#7;a:2]:[c:3]:1>>I-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:1,5535
[#7;a:9]:[c:8]1:[c:7]:[#7;a:6]:[#7;a:5]:[c;H0;D3;+0:4]:1-[C;H0;D3;+0:1](-[C:2])=[C:3]>>C-C1(-C)-O-B(-[C;H0;D3;+0:1](-[C:2])=[C:3])-O-C-1(-C)-C.I-[c;H0;D3;+0:4]1:[#7;a:5]:[#7;a:6]:[c:7]:[c:8]:1:[#7;a:9],5536
[#7:3]-[C:2](=[O;D1;H0:4])-[c;H0;D3;+0:1]1:[n;H0;D2;+0:12]:[c:11]:[c:6](:[#7;a:5]):[n;H0;D3;+0:7]:1-[c;H0;D3;+0:8](:[c:9]):[c:10]>>O-[C;H0;D3;+0:1](=O)-[C:2](-[#7:3])=[O;D1;H0:4].[#7;a:5]:[c:6](-[NH;D2;+0:7]-[c;H0;D3;+0:8](:[c:9]):[c:10]):[c:11]-[NH2;D1;+0:12],5537
[#7:4]-[C:3](=[O;D1;H0:5])-[C:2]-[NH3+;D1:1]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[C:2]-[C:3](-[#7:4])=[O;D1;H0:5],5538
[C:5]=[C:4]/[c:3]:[c;H0;D3;+0:1](:[c:2])-[C;H0;D2;+0:7]#[C:6]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]\[C:4]=[C:5].[C:6]#[CH;D1;+0:7],5539
[c:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[O-;H0;D1:4]-[c:5],5540
[#7;a:4]:[c:5](-[NH;D2;+0:6]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]):[c:7]:[#7;a:8]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5](-[NH2;D1;+0:6]):[c:7]:[#7;a:8],5541
[#7;a:4]:[c:5](:[#7;a:7]:[#7;a:8])-[NH;D2;+0:6]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5](-[NH2;D1;+0:6]):[#7;a:7]:[#7;a:8],5542
[#8:2]-[C:3](/[C:4]=[C:5])-[C@@;H0;D4;+0:6]1(-[C:7])-[CH2;D2;+0:1]-[O;H0;D2;+0:8]-1>>C-[S+](-C)(=O)-[CH3;D1;+0:1].[#8:2]-[C:3](/[C:4]=[C:5])-[C;H0;D3;+0:6](-[C:7])=[O;H0;D1;+0:8],5543
[#16:8]-[c;H0;D3;+0:7]1:[c;H0;D3;+0:5](-[C;D1;H3:6]):[nH;D2;+0:1]:[c:2]:[c;H0;D3;+0:3]:1:[c:4]>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].O=[C;H0;D3;+0:5](-[C;D1;H3:6])-[CH2;D2;+0:7]-[#16:8],5544
[C:5]=[C:4]-[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4]=[C:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],5545
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH2;D1;+0:8],5546
[C:5]-[N;H0;D3;+0:6](-[c:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4].[C:5]-[NH;D2;+0:6]-[c:7],5547
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[C;H0;D2;+0:4]#[N;D1;H0:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[Cu]-[C;H0;D2;+0:4]#[N;D1;H0:5],5548
[#7;a:4]:[#8;a:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:8](-[C:9])-[C:7]-[C:6]=[C:5]>>O=[CH;D2;+0:1]-[c:2]:[#8;a:3]:[#7;a:4].[C:5]=[C:6]-[C:7]-[NH;D2;+0:8]-[C:9],5549
[F;D1;H0:4]-[C:3](-[F;D1;H0:5])(-[F;D1;H0:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[c:8]1:[#7;a:9]:[#8;a:10]:[#7;a:11]:[c:12]:1>>F-C(-F)(-F)-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6].[NH2;D1;+0:7]-[c:8]1:[#7;a:9]:[#8;a:10]:[#7;a:11]:[c:12]:1,5550
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[c;H0;D3;+0:4](:[c:5]:[#7;a:6]):[c:7]:[#7;a:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]:[#7;a:6]):[c:7]:[#7;a:8],5551
[C:1]-[CH;D3;+0:2](-[C:3])-[NH;D2;+0:4]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[NH;D2;+0:6]-[C:5]>>[C:1]-[C@H;D3;+0:2](-[C:3])-[NH2;D1;+0:4].[C:5]-[N;H0;D2;+0:6]=[C;H0;D2;+0:7]=[O;D1;H0:8],5552
[#8:4]-[C:3](=[O;D1;H0:5])-[C:2]-[NH2;D1;+0:1]>>O=C(-O-C-c1:c:c:c:c:c:1)-[NH;D2;+0:1]-[C:2]-[C:3](-[#8:4])=[O;D1;H0:5],5553
[#16;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[CH2;D2;+0:5]-[C:4]>>Br-[c;H0;D3;+0:1](:[#16;a:2]):[#7;a:3].[C:4]-[CH2;D2;+0:5]-[Zn+],5554
[#8:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]=[O;D1;H0:8]>>Cl-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].[C:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8],5555
[#7;a:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[C;H0;D4;+0:1](-[C:2])(-[C:3])-[C:4]>>C-S(=O)(=O)-O-[C;H0;D4;+0:1](-[C:2])(-[C:3])-[C:4].[#7;a:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],5556
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],5557
